FEEDER,CAPACITY
MS30,4576.1
MS31,5500.0
MS32,5500.0
MS33,5500.0
MS34,5500.0
MS35,4670.9
MS37,5500.0
MS38,5342.2
MS39,5054.8
MS40,4714.3
MS61,11000.0
MS62,11000.0
MS63,10624.1
MS64,10623.2
MS65,10474.2
MS66,11000.0
MS67,11000.0
MS68,10840.2
MT30,4225.7
MT31,0.0
MT32,5500.0
MT33,3340.0
MT34,5480.2
MT35,5500.0
MT36,3428.5
MT37,3110.0
MT38,5484.2
MT39,5225.7
MT40,5000.3
MT41,5240.0
MT42,0.0
MT43,3357.3
MT44,3837.7
MT45,5500.0
MT46,0.0
MT47,2470.0
MT48,5500.0
MT49,2720.0
MU50,11000.0
MU51,10257.9
MU52,10595.4
MU53,10063.9
MU54,9475.4
MU55,10968.7
MU56,10919.0
MU57,10941.2
MU60,10927.4
MU61,10990.8
MU62,10494.8
MU63,10914.1
MU64,11000.0
MU65,11000.0
MU66,9905.0
MU67,10457.5
MV50,11000.0
MV51,10324.4
MV52,8496.3
MV53,9976.6
MV54,10301.8
MV55,9478.9
MV56,10033.6
MV58,11000.0
MV59,10139.6
MV60,11000.0
MV61,9908.8
MV62,8829.0
MV63,10606.7
MV65,11000.0
MY21,5488.0
MY22,5500.0
MY23,5242.6
MY24,5314.3
MY25,4225.4
MY26,5153.2
MY27,5500.0
MY28,5309.2
MY29,4550.0
MY30,4674.6
MY31,5500.0
MY32,3720.0
MY33,5279.2
MY34,4923.1
MY35,5500.0
MY36,5288.4
MY37,5000.7
MY38,5293.6
MY39,5314.0
MY40,3631.4
MY51,8204.2
MY52,7183.9
MY53,2420.8
MY54,9076.8
MY55,7514.1
MY56,9774.9
MY57,10466.4
MY58,8187.8
MY61,10091.6
MY62,8904.2
MY63,5191.4
MY64,9944.3
MY65,10950.4
MY66,7219.6
MY67,10599.6
MY68,10234.5
MZ30,5176.3
MZ31,3109.1
MZ32,1960.0
MZ33,2700.0
MZ34,0.0
MZ35,4794.9
MZ36,2270.0
MZ37,3110.0
MZ38,90.0
MZ39,2920.0
MZ40,0.0
MZ41,305.6
MZ42,924.7
MZ43,0.0
MZ44,2807.3
MZ45,4688.5
MZ46,3155.6
MZ47,0.0
MZ48,0.0
MZ49,2600.0
