ROWNUM, X, Y, FEEDER
1921,322789.95400000003,2778375.4900000002,CM29
1922,322198.33500000002,2779967.2059999998,CM29
1923,322260.45299999998,2777869.432,CM29
1924,322563.62800000003,2778653.798,CM29
1925,322050.04700000002,2779728.673,CM29
1926,322352.34399999998,2778114.8620000002,CM29
1927,322209.41700000002,2779785.341,CM29
1928,322132.451,2779795.4950000001,CM29
1929,321952.30300000001,2779703.446,CM29
1930,322123.97399999999,2779808.838,CM29
1931,322409.66200000001,2778246.2280000001,CM29
1932,322196.739,2779907.0350000001,CM29
1933,322766.36200000002,2778424.443,CM29
1934,322910.79999999999,2778361.2420000001,CM29
1935,322615.74099999998,2778276.8590000002,CM29
1936,321285.14899999998,2776991.7710000002,CM42
1937,321120.47200000001,2776805.8659999999,CM42
1938,321185.92599999998,2776953.0010000002,CM42
1939,320983.67200000002,2776854.6120000002,CM42
1940,321260.38500000001,2776878.179,CM42
1941,321015.95600000001,2776763.781,CM42
1942,321122.16499999998,2776794.8650000002,CM42
1943,320914.12699999998,2776721.889,CM42
1944,320902.01899999997,2776819.4810000001,CM42
1945,321089.81699999998,2776904.8909999998,CM42
1946,321093.41100000002,2776825.1469999999,CM42
1947,321876.48300000001,2779835.2340000002,CM43
1948,321785.01500000001,2779783.0920000002,CM43
1949,321780.071,2779682.375,CM43
1950,319506.95600000001,2775053.5109999999,CM44
1951,321452.038,2777069.517,CM44
1952,319819.50300000003,2775159.9029999999,CM44
1953,319765.55599999998,2775361.844,CM44
1954,319623.56099999999,2775103.0109999999,CM44
1955,319784.16399999999,2775274.6490000002,CM44
1956,319572.03700000001,2775286.9780000001,CM44
1957,319476.13699999999,2774922.7250000001,CM44
1958,319565.49300000002,2775189.841,CM44
1959,319644.02399999998,2775200.801,CM44
1960,319713.23300000001,2775191.6189999999,CM44
1961,319557.50400000002,2775084.6770000001,CM44
1962,319140.54800000001,2774980.196,CM44
1963,318634.63400000002,2774677.378,CM44
1964,321311.09499999997,2776925.8769999999,CM44
1965,319736.96999999997,2775457.5780000002,CM44
1966,321564.48200000002,2777121.3330000001,CM44
1967,319255.87599999999,2774972.6310000001,CM44
1968,321111.93699999998,2776703.7850000001,CM44
1969,319711.717,2775497.4249999998,CM44
1970,321307.33199999999,2776945.486,CM44
1971,319856.85499999998,2775250.8360000001,CM44
1972,319632.62699999998,2775242.2760000001,CM44
1973,319330.08899999998,2774994.986,CM44
1974,323855.40000000002,2776664.3029999998,CM45
1975,323560.64399999997,2776545.2140000002,CM45
1976,323709.77799999999,2776879.1329999999,CM45
1977,323658.52799999999,2776482.8530000001,CM45
1978,323471.65700000001,2776443.9900000002,CM45
1979,323367.44,2776449.4879999999,CM45
1980,323694.48100000003,2776578.1579999998,CM45
1981,323661.35600000003,2776857.764,CM45
1982,323729.88900000002,2776645.1779999998,CM45
1983,323647.174,2776755.3119999999,CM45
1984,323524.84299999999,2776445.1140000001,CM45
1985,323683.64399999997,2776628.122,CM45
1986,323671.22200000001,2777086.8220000002,CM45
1987,324044.65899999999,2776647.4879999999,CM45
