FEEDER,CAPACITY
﻿FQ03,5369.9
﻿FQ04,5497.6
﻿FQ05,5106.8
﻿FQ06,5496.9
﻿FQ07,5284.7
﻿FQ08,5480.2
﻿FQ09,5457.7
﻿FQ10,5448.7
﻿FQ50,11000.0
﻿FQ53,10917.0
﻿FQ54,10634.0
﻿FQ60,10745.9
﻿FQ61,11000.0
﻿FQ62,10682.8
﻿FQ63,10969.5
﻿FQ64,11000.0
﻿FQ70,10727.3
﻿FQ71,11000.0
﻿FQ72,11000.0
﻿FQ73,11000.0
﻿FQ74,10289.0
﻿FQ75,10707.9
﻿FQ76,10851.8
﻿FQ77,10994.5
﻿FR21,4609.8
﻿FR22,5135.5
﻿FR23,4784.8
﻿FR24,5072.7
﻿FR25,4117.3
﻿FR27,5460.6
﻿FR28,1060.0
﻿FR29,4393.5
﻿FR30,5233.1
﻿FR31,3994.6
﻿FR32,2280.0
﻿FR33,3357.3
﻿FR34,5470.8
﻿FR35,5150.5
﻿FR36,5500.0
﻿FR37,4400.0
﻿FR38,5197.7
﻿FR39,5487.5
﻿FR40,5500.0
﻿FS21,4231.1
﻿FS22,2422.4
﻿FS24,5443.4
﻿FS25,4203.2
﻿FS27,5500.0
﻿FS29,4144.3
﻿FS30,5500.0
﻿FS31,4735.1
﻿FS33,140.0
﻿FS34,5475.5
﻿FS35,4955.1
﻿FT21,4383.5
﻿FT22,5321.5
﻿FT23,5500.0
﻿FT24,5301.4
﻿FT25,5209.4
﻿FT26,4953.1
﻿FT27,5481.8
﻿FT28,5212.8
﻿FT29,5332.2
﻿FT30,5500.0
﻿FT31,5434.5
﻿FT32,5500.0
﻿FT33,5293.5
﻿FT34,5243.8
﻿FT35,0.0
﻿FU21,0.0
﻿FU22,0.0
﻿FU23,5421.1
﻿FU24,5352.7
﻿FU25,5127.1
﻿FV01,5330.7
﻿FV02,5500.0
﻿FV03,2390.0
﻿FV04,5288.3
﻿FV05,2560.0
﻿FV06,5500.0
﻿FV07,5500.0
﻿FV08,3615.9
﻿FV09,3460.0
﻿FV10,0.0
﻿FV11,5500.0
﻿FV12,5483.2
﻿FV13,3380.0
﻿FV14,3510.0
﻿FV15,4910.0
﻿FV17,5398.7
﻿FV18,4958.4
﻿FW21,3075.5
﻿FW22,4797.0
﻿FW24,5200.0
﻿FW25,5464.6
﻿FW26,5500.0
﻿FW27,5500.0
﻿FW28,5411.5
﻿FW29,5353.6
﻿FW30,5466.3
﻿FW32,5500.0
﻿FW33,5001.6
﻿FW34,5427.7
﻿FW35,1640.0
﻿FW37,5353.5
﻿FW39,5500.0
﻿FW40,5450.5
﻿FX01,2473.1
﻿FX02,1830.0
﻿FX03,5302.7
﻿FX06,0.0
﻿FX07,0.0
﻿FX08,5348.8
﻿FX09,5122.4
﻿FX10,5439.1
﻿FX57,10900.2
﻿FX58,11000.0
﻿FX59,10990.6
﻿FX60,9184.2
﻿FX66,11000.0
﻿FX67,11000.0
﻿FX68,10647.5
﻿FX69,4400.0
﻿FX70,11000.0
﻿FY21,5500.0
﻿FY22,5414.4
﻿FY23,5107.2
﻿FY24,5494.2
﻿FY25,5500.0
﻿FY26,5149.5
﻿FY27,5500.0
﻿FY28,5500.0
﻿FY29,5500.0
﻿FY30,5500.0
﻿FY31,5500.0
﻿FY32,5229.9
﻿FY33,5500.0
﻿FY34,5242.7
﻿FY35,5296.7
﻿FZ21,5002.0
﻿FZ22,5474.9
﻿FZ23,5000.8
﻿FZ24,5040.3
﻿FZ25,5401.6
﻿FZ26,2848.3
﻿FZ27,5488.0
﻿FZ28,3180.0
﻿FZ29,3880.0
﻿FZ31,5363.1
﻿FZ32,5477.5
﻿FZ33,4807.9
﻿FZ34,5376.4
﻿FZ35,5488.0
