FEEDER,CAPACITY
﻿OP51,10965.8
﻿OP52,11000.0
﻿OP53,9671.9
﻿OP54,11000.0
﻿OP55,11000.0
﻿OP56,11000.0
﻿OP57,11000.0
﻿OP58,10895.3
﻿OQ22,5450.5
﻿OQ23,0.0
﻿OQ24,5500.0
﻿OQ25,5495.6
﻿OQ26,2620.0
﻿OQ27,5500.0
﻿OQ28,3164.8
﻿OQ29,5439.4
﻿OQ30,4090.0
﻿OQ32,5500.0
﻿OQ33,3305.3
﻿OQ34,5500.0
﻿OQ35,3760.0
﻿OQ38,5454.0
﻿OQ39,2990.0
﻿OQ40,3980.0
﻿OQ51,11000.0
﻿OQ52,9748.1
﻿OQ55,11000.0
﻿OQ56,11000.0
﻿OS21,5338.0
﻿OS22,5424.5
﻿OS23,3620.0
﻿OS24,5154.6
﻿OS25,5295.6
﻿OS31,0.0
﻿OS32,3990.0
﻿OS33,5476.2
﻿OS34,5028.0
﻿OS35,5400.0
﻿OS61,10843.8
﻿OS62,6493.2
﻿OS71,11000.0
﻿OS72,10640.9
﻿OS73,11000.0
﻿OS74,10232.8
﻿OT01,5500.0
﻿OT02,5500.0
﻿OT03,4829.5
﻿OT04,5500.0
﻿OT05,5500.0
﻿OT06,5500.0
﻿OT07,5500.0
﻿OT08,5413.4
﻿OT10,3556.5
﻿OT11,5054.3
﻿OT12,5474.5
﻿OT14,5320.0
﻿OT15,5500.0
﻿OT16,3505.6
﻿OT18,3452.8
﻿OT19,5500.0
﻿OT20,5500.0
﻿OT21,5500.0
﻿OT22,5500.0
﻿OT23,5204.9
﻿OT24,5159.7
﻿OT25,5500.0
﻿OT27,5500.0
﻿OT28,5486.7
﻿OT29,5500.0
﻿OT30,5286.2
﻿OT51,11000.0
﻿OT52,10774.6
﻿OT53,11000.0
﻿OT54,11000.0
﻿OT61,10719.5
﻿OT62,10761.5
﻿OT64,9083.1
﻿OU21,5485.8
﻿OU22,2160.0
﻿OU23,3660.0
﻿OU24,5470.3
﻿OU25,5357.2
﻿OU26,5500.0
﻿OU27,5460.8
﻿OU28,5000.0
﻿OU29,5222.7
﻿OU30,3790.0
﻿OU31,5489.9
﻿OU32,5362.0
﻿OU33,3430.0
﻿OU34,5500.0
﻿OU35,5500.0
﻿OU36,5440.6
﻿OU37,5253.9
﻿OU38,5500.0
﻿OU39,5500.0
﻿OU40,5490.0
﻿OU5A,10807.0
﻿OU5B,10721.8
﻿OU5C,10633.6
﻿OU5D,11000.0
﻿OU5E,10917.9
﻿OU5H,10777.3
﻿OU71,10775.7
﻿OU72,10990.6
﻿OU73,10916.0
﻿OU74,11000.0
﻿OU76,10980.8
﻿OU77,11000.0
﻿OU78,10693.5
﻿OV26,4784.8
﻿OV28,5500.0
﻿OV29,4380.0
﻿OV30,2830.0
﻿OV36,3729.4
﻿OV39,0.0
﻿OV40,0.0
﻿OV51,11000.0
﻿OV52,11000.0
﻿OV53,9518.2
﻿OV54,11000.0
﻿OV55,10808.2
﻿OV61,11000.0
﻿OV62,11000.0
﻿OV63,9296.6
﻿OV64,6000.0
﻿OV65,10445.4
﻿OX21,936.0
﻿OX22,5250.1
﻿OX23,5240.0
﻿OX24,5215.4
﻿OX25,2769.3
﻿OX26,5199.6
﻿OX28,2754.8
﻿OX30,5122.7
﻿OX51,11000.0
﻿OX52,10980.2
﻿OX53,10743.9
﻿OX54,11000.0
﻿OX61,10953.8
﻿OX62,11000.0
﻿OX63,10606.7
﻿OY21,5500.0
﻿OY22,5500.0
﻿OY23,4688.3
﻿OY24,5500.0
﻿OY26,5435.1
﻿OY27,5500.0
﻿OY29,5500.0
﻿OY30,5500.0
﻿OY31,5500.0
﻿OY32,5500.0
﻿OY33,5224.0
﻿OY34,5346.5
﻿OY35,5500.0
﻿OY36,5500.0
﻿OY37,5500.0
﻿OY38,5150.2
﻿OY40,5307.6
﻿OY51,10650.0
﻿OY52,10840.2
﻿OY53,11000.0
﻿OY54,10659.6
﻿OY55,11000.0
﻿OY56,10629.4
﻿OY57,10798.4
﻿OY58,10568.8
﻿OZ22,5378.1
﻿OZ23,5156.6
﻿OZ24,5500.0
﻿OZ25,5500.0
﻿OZ26,5341.0
﻿OZ27,5500.0
﻿OZ29,5500.0
﻿OZ30,5473.7
﻿OZ31,5485.3
﻿OZ32,5500.0
﻿OZ33,5500.0
﻿OZ34,5500.0
﻿OZ35,5500.0
﻿OZ37,5334.4
﻿OZ38,5500.0
﻿OZ39,5500.0
